person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,monthly_interest_rate,emi,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status_num,monthly_income,dti,loan_status
40,female,High School,70449,20,RENT,1851,MEDICAL,0.008691667,60.10094518,10.43,0.03,13,649,No,1,154.25,0.389633356,Approved
32,male,Bachelor,76633,10,RENT,25000,HOMEIMPROVEMENT,0.008541667,809.6172022,10.25,0.33,8,633,No,1,2083.333333,0.388616257,Approved
22,male,Associate,37448,0,RENT,10000,VENTURE,0.010666667,335.9770026,12.8,0.27,2,599,No,1,833.3333333,0.403172403,Approved
27,male,Bachelor,37043,1,RENT,12884,DEBTCONSOLIDATION,0.011741667,440.9079791,14.09,0.35,7,640,No,1,1073.666667,0.410656298,Approved
56,male,High School,62424,35,RENT,20000,HOMEIMPROVEMENT,0.011666667,683.5525952,14.0,0.32,19,594,No,1,1666.666667,0.410131557,Approved
22,male,High School,22534,1,RENT,7000,HOMEIMPROVEMENT,0.008875,228.0125319,10.65,0.31,2,541,No,1,583.3333333,0.390878626,Approved
48,male,High School,144889,24,MORTGAGE,3600,VENTURE,0.009175,117.8764306,11.01,0.02,17,606,No,0,300.0,0.392921435,Rejected
23,female,Bachelor,41640,0,RENT,9000,MEDICAL,0.014216667,321.1433615,17.06,0.22,4,720,No,1,750.0,0.428191149,Approved
26,female,Bachelor,37393,4,RENT,5000,DEBTCONSOLIDATION,0.012016667,171.9098717,14.42,0.13,4,597,No,1,416.6666667,0.412583692,Approved
26,female,High School,83789,1,RENT,9143,DEBTCONSOLIDATION,0.013633333,323.0681268,16.36,0.11,6,637,No,1,761.9166667,0.424020291,Approved
21,female,Master,15371,0,RENT,4000,HOMEIMPROVEMENT,0.009158333,130.9359267,10.99,0.26,3,664,No,1,333.3333333,0.39280778,Approved
29,female,Bachelor,241050,9,RENT,16000,PERSONAL,0.010575,536.7172905,12.69,0.07,7,613,Yes,0,1333.333333,0.402537968,Rejected
29,male,Associate,100890,9,MORTGAGE,7500,HOMEIMPROVEMENT,0.007416667,238.1490886,8.9,0.07,6,678,Yes,0,625.0,0.381038542,Rejected
22,female,Associate,29178,0,RENT,7700,EDUCATION,0.004991667,234.2140311,5.99,0.26,2,588,No,1,641.6666667,0.36500888,Approved
23,female,Bachelor,84968,2,OWN,3600,VENTURE,0.008825,117.1616318,10.59,0.04,4,598,Yes,0,300.0,0.390538773,Rejected
22,female,Bachelor,130762,3,RENT,24150,HOMEIMPROVEMENT,0.012466667,836.6947065,14.96,0.18,3,683,No,1,2012.5,0.415748922,Approved
24,male,Bachelor,71540,0,RENT,20000,EDUCATION,0.009916667,663.3313618,11.9,0.28,4,659,No,1,1666.666667,0.397998817,Approved
25,male,High School,106327,2,MORTGAGE,20000,PERSONAL,0.014375,715.5454533,17.25,0.19,3,635,No,1,1666.666667,0.429327272,Approved
28,female,Master,44427,5,RENT,4000,DEBTCONSOLIDATION,0.01035,133.6610684,12.42,0.09,10,642,Yes,0,333.3333333,0.400983205,Rejected
33,male,High School,90962,10,MORTGAGE,10000,MEDICAL,0.006566667,312.8103661,7.88,0.11,9,640,Yes,0,833.3333333,0.375372439,Rejected
25,male,Associate,93449,3,MORTGAGE,7200,DEBTCONSOLIDATION,0.015441667,262.2155389,18.53,0.08,3,644,No,1,600.0,0.437025898,Approved
21,female,Master,49020,0,RENT,5000,VENTURE,0.007708333,159.5810678,9.25,0.1,4,614,Yes,0,416.6666667,0.382994563,Rejected
21,male,Bachelor,24512,0,OWN,6800,HOMEIMPROVEMENT,0.012158333,234.3612292,14.59,0.28,2,615,No,1,566.6666667,0.41357864,Approved
24,male,High School,118685,3,MORTGAGE,24000,MEDICAL,0.014491667,860.3310318,17.39,0.2,3,656,No,1,2000.0,0.430165516,Approved
36,male,Bachelor,59929,14,RENT,25000,PERSONAL,0.013025,874.3659119,15.63,0.42,11,676,No,1,2083.333333,0.419695638,Approved
31,male,Bachelor,100407,8,MORTGAGE,7500,MEDICAL,0.009025,244.9370253,10.83,0.07,6,608,Yes,0,625.0,0.391899241,Rejected
36,male,Master,53700,14,MORTGAGE,1800,MEDICAL,0.008333333,58.08093695,10.0,0.03,13,515,No,1,150.0,0.387206246,Approved
41,male,High School,533530,19,MORTGAGE,2500,EDUCATION,0.012758333,87.04332304,15.31,0.0,11,667,Yes,0,208.3333333,0.417807951,Rejected
28,male,High School,52632,5,RENT,7000,MEDICAL,0.009175,229.2041707,11.01,0.13,8,653,Yes,0,583.3333333,0.392921435,Rejected
30,female,Master,157405,7,MORTGAGE,25000,DEBTCONSOLIDATION,0.012775,870.6787231,15.33,0.16,6,539,No,1,2083.333333,0.417925787,Approved
48,male,High School,50434,27,RENT,5000,MEDICAL,0.006075,155.0493109,7.29,0.1,16,602,No,0,416.6666667,0.372118346,Rejected
28,male,High School,121332,2,MORTGAGE,10000,EDUCATION,0.0107,336.1693769,12.84,0.08,5,611,Yes,0,833.3333333,0.403403252,Rejected
36,female,High School,58501,13,RENT,2500,PERSONAL,0.005858333,77.22703796,7.03,0.04,11,597,No,0,208.3333333,0.370689782,Rejected
22,female,High School,72621,2,MORTGAGE,10000,PERSONAL,0.007416667,317.5321182,8.9,0.14,4,664,No,0,833.3333333,0.381038542,Rejected
24,male,High School,75910,1,MORTGAGE,4000,HOMEIMPROVEMENT,0.007416667,127.0128473,8.9,0.05,4,676,Yes,0,333.3333333,0.381038542,Rejected
35,female,Bachelor,45511,12,RENT,2000,DEBTCONSOLIDATION,0.009383333,65.72396181,11.26,0.04,10,623,Yes,0,166.6666667,0.394343771,Rejected
26,male,Bachelor,19116,8,RENT,4375,DEBTCONSOLIDATION,0.010575,146.7586341,12.69,0.23,4,645,No,1,364.5833333,0.402537968,Approved
25,male,High School,114486,4,MORTGAGE,35000,EDUCATION,0.007175,1106.648642,8.61,0.31,4,628,No,0,2916.666667,0.379422392,Rejected
38,female,Associate,29920,16,RENT,4400,HOMEIMPROVEMENT,0.011741667,150.5739761,14.09,0.15,14,661,No,1,366.6666667,0.410656298,Approved
26,male,Associate,63403,6,RENT,3104,HOMEIMPROVEMENT,0.013033333,108.5765509,15.64,0.05,7,631,No,1,258.6666667,0.419754707,Approved
34,female,Associate,85120,10,RENT,6000,EDUCATION,0.009908333,198.9707769,11.89,0.07,5,654,Yes,0,500.0,0.397941554,Rejected
28,male,Associate,49280,5,MORTGAGE,11200,HOMEIMPROVEMENT,0.004516667,337.7901155,5.42,0.23,9,664,Yes,0,933.3333333,0.361917981,Rejected
40,female,High School,120916,15,MORTGAGE,25000,MEDICAL,0.012358333,864.5534171,14.83,0.21,16,514,No,1,2083.333333,0.41498564,Approved
22,male,High School,57324,1,MORTGAGE,24000,MEDICAL,0.008641667,778.5882945,10.37,0.42,4,646,No,1,2000.0,0.389294147,Approved
27,male,High School,64388,4,RENT,10000,MEDICAL,0.008583333,324.0821882,10.3,0.16,5,615,No,0,833.3333333,0.388898626,Rejected
29,female,Bachelor,45963,4,RENT,1638,DEBTCONSOLIDATION,0.0068,51.44995522,8.16,0.04,7,718,Yes,0,136.5,0.376922749,Rejected
26,male,Associate,19878,0,RENT,5500,DEBTCONSOLIDATION,0.006566667,172.0457013,7.88,0.28,3,676,No,1,458.3333333,0.375372439,Approved
25,female,Master,118316,2,RENT,10000,DEBTCONSOLIDATION,0.010575,335.4483066,12.69,0.08,4,595,No,0,833.3333333,0.402537968,Rejected
25,male,Bachelor,62820,3,OTHER,13000,MEDICAL,0.013391667,457.4908255,16.07,0.21,2,642,No,1,1083.333333,0.422299224,Approved
22,female,High School,24848,0,RENT,7750,EDUCATION,0.012358333,268.0115593,14.83,0.31,3,583,No,1,645.8333333,0.41498564,Approved
26,female,Bachelor,73289,3,MORTGAGE,6000,EDUCATION,0.009858333,198.7990379,11.83,0.08,2,667,Yes,0,500.0,0.397598076,Rejected
28,male,Master,40726,9,RENT,10800,EDUCATION,0.010075,359.1789694,12.09,0.27,6,644,No,1,900.0,0.399087744,Approved
31,male,Associate,90817,10,MORTGAGE,13800,DEBTCONSOLIDATION,0.009175,451.8596508,11.01,0.15,9,584,Yes,0,1150.0,0.392921435,Rejected
48,male,Doctorate,39247,24,RENT,8800,MEDICAL,0.013016667,307.7334869,15.62,0.22,11,597,No,1,733.3333333,0.419636573,Approved
23,male,Bachelor,66599,0,RENT,25000,EDUCATION,0.009466667,822.7365784,11.36,0.38,3,653,No,1,2083.333333,0.394913558,Approved
33,male,Master,18208,7,RENT,3000,MEDICAL,0.009858333,99.39951897,11.83,0.16,5,575,No,1,250.0,0.397598076,Approved
28,female,High School,59328,4,RENT,15000,MEDICAL,0.010766667,504.831479,12.92,0.25,8,654,No,1,1250.0,0.403865183,Approved
23,female,Bachelor,90995,0,RENT,13200,VENTURE,0.005141667,402.5871196,6.17,0.15,4,677,No,0,1100.0,0.365988291,Rejected
21,female,Bachelor,51356,0,RENT,11200,VENTURE,0.013975,398.0296917,16.77,0.22,4,686,No,0,933.3333333,0.426460384,Rejected
28,male,Bachelor,78694,5,MORTGAGE,10000,VENTURE,0.006241667,311.0162568,7.49,0.13,5,549,Yes,0,833.3333333,0.373219508,Rejected
23,male,Associate,53888,4,RENT,8000,EDUCATION,0.011241667,271.443606,13.49,0.15,2,637,No,1,666.6666667,0.407165409,Approved
24,male,Bachelor,94624,1,RENT,18500,VENTURE,0.012775,644.3022551,15.33,0.2,2,692,No,1,1541.666667,0.417925787,Approved
35,male,Associate,40637,17,RENT,4800,HOMEIMPROVEMENT,0.011025,162.2632371,13.23,0.12,9,711,No,1,400.0,0.405658093,Approved
27,male,Master,63279,6,RENT,6225,PERSONAL,0.011958333,213.8154764,14.35,0.1,7,704,No,0,518.75,0.412174412,Rejected
37,female,Associate,94826,12,MORTGAGE,20000,DEBTCONSOLIDATION,0.013625,706.6014616,16.35,0.21,14,666,No,1,1666.666667,0.423960877,Approved
29,male,Associate,190644,5,OWN,11000,EDUCATION,0.007075,347.1919435,8.49,0.06,6,577,Yes,0,916.6666667,0.378754847,Rejected
26,male,Bachelor,90866,3,MORTGAGE,5000,VENTURE,0.008258333,161.1247461,9.91,0.06,3,685,No,0,416.6666667,0.386699391,Rejected
30,male,Bachelor,45838,6,RENT,6574,PERSONAL,0.010683333,220.9345097,12.82,0.14,9,708,Yes,0,547.8333333,0.403287818,Rejected
47,male,Associate,45420,24,MORTGAGE,7400,PERSONAL,0.006666667,231.8891044,8.0,0.16,15,689,Yes,0,616.6666667,0.376036386,Rejected
26,male,Associate,15288,2,OWN,2690,EDUCATION,0.009133333,88.01620236,10.96,0.18,4,649,No,1,224.1666667,0.392637334,Approved
46,male,Master,102922,26,OTHER,1000,HOMEIMPROVEMENT,0.0064,31.18895306,7.68,0.01,12,747,No,0,83.33333333,0.374267437,Rejected
24,male,Bachelor,48077,2,MORTGAGE,4772,DEBTCONSOLIDATION,0.014641667,171.4916141,17.57,0.1,5,525,No,1,397.6666667,0.431244629,Approved
22,female,Associate,41438,0,RENT,5000,PERSONAL,0.009175,163.7172648,11.01,0.12,4,606,No,1,416.6666667,0.392921435,Approved
23,female,Master,22583,1,OWN,4000,EDUCATION,0.004991667,121.6696266,5.99,0.18,2,645,No,1,333.3333333,0.36500888,Approved
32,female,Master,77766,7,MORTGAGE,6367,DEBTCONSOLIDATION,0.01445,228.0797542,17.34,0.08,11,618,No,1,530.5833333,0.429866036,Approved
34,female,Associate,181196,10,MORTGAGE,28000,VENTURE,0.009758333,926.1271722,11.71,0.15,5,700,No,0,2333.333333,0.396911645,Rejected
28,male,Associate,49113,5,RENT,14000,MEDICAL,0.009908333,464.2651461,11.89,0.29,8,601,No,1,1166.666667,0.397941554,Approved
27,male,Master,15675,4,OWN,8125,EDUCATION,0.012016667,279.3535415,14.42,0.52,5,505,No,1,677.0833333,0.412583692,Approved
33,female,Bachelor,29695,11,RENT,8000,VENTURE,0.009266667,262.3645919,11.12,0.27,9,684,No,1,666.6666667,0.393546888,Approved
26,male,Doctorate,90559,6,MORTGAGE,15350,DEBTCONSOLIDATION,0.005141667,468.1600217,6.17,0.17,4,687,No,0,1279.166667,0.365988291,Rejected
66,male,Associate,51628,45,RENT,6475,MEDICAL,0.008325,208.8996386,9.99,0.13,25,719,No,0,539.5833333,0.387149909,Rejected
22,female,Bachelor,64462,1,MORTGAGE,25000,EDUCATION,0.0115,852.0143013,13.8,0.39,3,631,No,1,2083.333333,0.408966865,Approved
25,male,High School,37727,6,MORTGAGE,3600,EDUCATION,0.01035,120.2949615,12.42,0.1,4,662,Yes,0,300.0,0.400983205,Rejected
22,female,Associate,22669,3,RENT,3600,HOMEIMPROVEMENT,0.005758333,111.0094707,6.91,0.16,3,509,No,1,300.0,0.370031569,Approved
23,female,Bachelor,130858,1,MORTGAGE,4000,DEBTCONSOLIDATION,0.009175,130.9738118,11.01,0.03,2,567,No,1,333.3333333,0.392921435,Approved
27,male,Master,94334,4,MORTGAGE,35000,HOMEIMPROVEMENT,0.014391667,1252.553645,17.27,0.37,5,615,No,1,2916.666667,0.429446964,Approved
23,female,High School,31269,0,RENT,5000,EDUCATION,0.00885,162.7952823,10.62,0.16,3,619,Yes,0,416.6666667,0.390708677,Rejected
23,male,Associate,41838,5,RENT,4000,MEDICAL,0.010575,134.1793226,12.69,0.1,2,629,Yes,0,333.3333333,0.402537968,Rejected
24,male,High School,52599,3,MORTGAGE,6000,MEDICAL,0.008875,195.4393131,10.65,0.11,3,620,Yes,0,500.0,0.390878626,Rejected
25,male,Associate,116634,3,RENT,15000,EDUCATION,0.0074,476.1586883,8.88,0.13,2,515,Yes,0,1250.0,0.380926951,Rejected
28,female,Associate,58349,3,RENT,3200,EDUCATION,0.013083333,112.0291264,15.7,0.05,7,573,Yes,0,266.6666667,0.420109224,Rejected
32,male,High School,79483,12,RENT,5000,MEDICAL,0.0094,164.3573705,11.28,0.06,9,654,No,1,416.6666667,0.394457689,Approved
25,female,Bachelor,19432,0,RENT,4500,PERSONAL,0.006258333,139.9986498,7.51,0.23,3,545,No,1,375.0,0.373329733,Approved
23,male,Master,84882,0,RENT,12000,MEDICAL,0.009175,392.9214355,11.01,0.14,2,634,Yes,0,1000.0,0.392921435,Rejected
23,male,High School,51514,0,RENT,4000,VENTURE,0.004825,121.3075079,5.79,0.08,4,671,No,0,333.3333333,0.363922524,Rejected
27,female,Associate,33501,6,OWN,11500,EDUCATION,0.016666667,427.3812086,20.0,0.34,9,685,No,1,958.3333333,0.445963,Approved
26,male,Bachelor,119453,5,MORTGAGE,9600,HOMEIMPROVEMENT,0.010883333,323.7394465,13.06,0.08,3,668,Yes,0,800.0,0.404674308,Rejected
27,male,Bachelor,109305,1,RENT,19200,HOMEIMPROVEMENT,0.005825,592.7524783,6.99,0.18,8,509,Yes,0,1600.0,0.370470299,Rejected
22,male,Associate,27358,0,MORTGAGE,6500,VENTURE,0.009175,212.8324442,11.01,0.24,4,496,Yes,0,541.6666667,0.392921435,Rejected
46,female,Doctorate,57399,25,MORTGAGE,6000,VENTURE,0.00595,185.646884,7.14,0.1,15,690,No,0,500.0,0.371293768,Rejected
23,female,Master,83349,3,MORTGAGE,4200,VENTURE,0.009716667,138.8190437,11.66,0.05,3,659,Yes,0,350.0,0.396625839,Rejected
39,female,Associate,118979,17,MORTGAGE,25000,HOMEIMPROVEMENT,0.015216667,907.0739498,18.26,0.21,15,498,No,1,2083.333333,0.435395496,Approved
35,male,Associate,39389,11,RENT,14500,MEDICAL,0.005141667,442.2358511,6.17,0.37,9,665,No,1,1208.333333,0.365988291,Approved
23,male,Bachelor,76040,1,MORTGAGE,10000,DEBTCONSOLIDATION,0.013083333,350.09102,15.7,0.13,3,697,No,1,833.3333333,0.420109224,Approved
22,male,Bachelor,46600,0,RENT,12000,PERSONAL,0.00875,390.0293221,10.5,0.26,4,663,No,1,1000.0,0.390029322,Approved
65,male,High School,160380,42,MORTGAGE,18000,DEBTCONSOLIDATION,0.009175,589.3821532,11.01,0.11,25,675,No,1,1500.0,0.392921435,Approved
23,male,Master,72699,0,MORTGAGE,16000,EDUCATION,0.006241667,497.6260108,7.49,0.22,3,638,Yes,0,1333.333333,0.373219508,Rejected
37,female,Bachelor,33351,14,RENT,5000,VENTURE,0.009575,164.8562535,11.49,0.15,11,671,No,0,416.6666667,0.395655008,Rejected
27,male,Bachelor,39647,3,MORTGAGE,1000,DEBTCONSOLIDATION,0.013575,35.30037439,16.29,0.03,10,604,No,1,83.33333333,0.423604493,Approved
26,female,Master,53682,0,MORTGAGE,10000,PERSONAL,0.014283333,357.2244223,17.14,0.19,4,602,Yes,0,833.3333333,0.428669307,Rejected
25,male,Bachelor,57938,1,MORTGAGE,6500,EDUCATION,0.007158333,205.4601711,8.59,0.11,3,631,Yes,0,541.6666667,0.379311085,Rejected
23,male,High School,71688,0,RENT,20000,DEBTCONSOLIDATION,0.009025,653.1654009,10.83,0.28,2,584,No,1,1666.666667,0.391899241,Approved
32,female,Associate,64692,8,MORTGAGE,1400,VENTURE,0.009158333,45.82757436,10.99,0.02,6,630,No,0,116.6666667,0.39280778,Rejected
21,female,High School,35903,0,MORTGAGE,4200,PERSONAL,0.009991667,139.480042,11.99,0.12,3,554,Yes,0,350.0,0.398514406,Rejected
41,male,High School,458692,18,MORTGAGE,35000,PERSONAL,0.011241667,1187.565776,13.49,0.08,16,676,Yes,0,2916.666667,0.407165409,Rejected
23,male,Master,72938,0,OWN,11500,VENTURE,0.009175,376.549709,11.01,0.16,4,613,Yes,0,958.3333333,0.392921435,Rejected
45,male,High School,53638,23,RENT,5000,EDUCATION,0.009175,163.7172648,11.01,0.09,14,700,No,1,416.6666667,0.392921435,Approved
28,male,Bachelor,289093,8,RENT,6000,MEDICAL,0.00955,197.7419157,11.46,0.02,6,640,Yes,0,500.0,0.395483831,Rejected
22,male,Associate,52556,0,RENT,13000,EDUCATION,0.010725,437.2078101,12.87,0.25,4,644,No,0,1083.333333,0.40357644,Rejected
29,female,High School,143446,5,MORTGAGE,35000,EDUCATION,0.006808333,1099.519716,8.17,0.24,8,668,No,0,2916.666667,0.376978188,Rejected
22,male,Associate,102990,0,RENT,8000,PERSONAL,0.0116,273.1102989,13.92,0.08,3,600,Yes,0,666.6666667,0.409665448,Rejected
23,female,Bachelor,166608,0,MORTGAGE,2700,PERSONAL,0.009883333,89.49820341,11.86,0.02,2,654,No,0,225.0,0.397769793,Rejected
45,female,High School,127065,26,MORTGAGE,30000,DEBTCONSOLIDATION,0.014925,1083.217894,17.91,0.24,14,690,No,1,2500.0,0.433287158,Approved
24,male,Master,79122,4,OWN,9000,PERSONAL,0.006075,279.0887596,7.29,0.11,3,575,Yes,0,750.0,0.372118346,Rejected
29,male,Bachelor,70997,6,RENT,20000,PERSONAL,0.011066667,676.5795121,13.28,0.28,5,676,No,1,1666.666667,0.405947707,Approved
41,male,High School,86014,21,RENT,10000,VENTURE,0.009466667,329.0946314,11.36,0.12,12,608,No,0,833.3333333,0.394913558,Rejected
24,male,Master,45128,2,OTHER,5000,EDUCATION,0.00965,165.0703344,11.58,0.11,3,673,Yes,0,416.6666667,0.396168802,Rejected
36,male,High School,30949,11,RENT,7200,MEDICAL,0.006075,223.2710076,7.29,0.23,11,629,No,0,600.0,0.372118346,Rejected
43,female,High School,56228,22,MORTGAGE,6300,EDUCATION,0.006258333,195.9981097,7.51,0.11,14,684,Yes,0,525.0,0.373329733,Rejected
29,male,High School,45479,4,RENT,12000,HOMEIMPROVEMENT,0.008025,385.1250406,9.63,0.26,7,656,No,1,1000.0,0.385125041,Approved
29,female,Bachelor,37902,4,RENT,17829,MEDICAL,0.009133333,583.3609189,10.96,0.47,7,620,No,1,1485.75,0.392637334,Approved
27,female,Associate,202478,4,MORTGAGE,24000,DEBTCONSOLIDATION,0.014383333,858.7742312,17.26,0.12,9,671,No,1,2000.0,0.429387116,Approved
27,female,Associate,111368,3,MORTGAGE,12000,HOMEIMPROVEMENT,0.005516667,368.4438201,6.62,0.11,7,543,No,0,1000.0,0.36844382,Rejected
24,female,Bachelor,84679,6,MORTGAGE,25000,MEDICAL,0.009175,818.5863239,11.01,0.3,2,634,Yes,0,2083.333333,0.392921435,Rejected
23,female,Bachelor,66611,0,RENT,6000,VENTURE,0.008258333,193.3496953,9.91,0.09,3,647,Yes,0,500.0,0.386699391,Rejected
26,female,Bachelor,81197,0,MORTGAGE,2500,PERSONAL,0.009575,82.42812676,11.49,0.03,4,680,No,0,208.3333333,0.395655008,Rejected
26,male,Associate,73025,3,RENT,24000,VENTURE,0.006583333,750.9660956,7.9,0.33,3,674,No,1,2000.0,0.375483048,Approved
22,female,High School,28354,0,RENT,7500,MEDICAL,0.008133333,241.1596948,9.76,0.26,4,588,No,1,625.0,0.385855512,Approved
25,male,Associate,78012,0,MORTGAGE,14266,DEBTCONSOLIDATION,0.008041667,457.983023,9.65,0.18,2,641,No,1,1188.833333,0.385237367,Approved
27,female,Master,211175,4,MORTGAGE,15000,MEDICAL,0.006241667,466.5243851,7.49,0.07,8,661,Yes,0,1250.0,0.373219508,Rejected
21,male,High School,55080,0,MORTGAGE,10000,PERSONAL,0.006258333,311.1081106,7.51,0.18,2,652,Yes,0,833.3333333,0.373329733,Rejected
23,male,High School,75363,2,RENT,16000,VENTURE,0.006241667,497.6260108,7.49,0.21,2,551,Yes,0,1333.333333,0.373219508,Rejected
30,female,Associate,32555,9,RENT,10625,DEBTCONSOLIDATION,0.011891667,364.5321982,14.27,0.33,9,707,No,1,885.4166667,0.411706953,Approved
35,male,Associate,73439,12,RENT,5097,PERSONAL,0.0099,169.0013544,11.88,0.07,10,670,Yes,0,424.75,0.397884295,Rejected
40,female,Master,130582,14,OWN,3500,PERSONAL,0.009175,114.6020853,11.01,0.03,15,616,No,0,291.6666667,0.392921435,Rejected
36,female,Associate,78852,12,MORTGAGE,10000,EDUCATION,0.013291667,351.3235291,15.95,0.13,14,666,No,1,833.3333333,0.421588235,Approved
24,female,Associate,51120,0,RENT,10600,PERSONAL,0.010966667,357.973338,13.16,0.21,4,637,No,0,883.3333333,0.405252836,Rejected
32,male,Bachelor,100337,7,RENT,17725,DEBTCONSOLIDATION,0.007475,563.4028107,8.97,0.18,6,626,Yes,0,1477.083333,0.381429265,Rejected
26,male,High School,68561,3,MORTGAGE,8400,MEDICAL,0.008916667,273.8133801,10.7,0.12,7,579,No,1,700.0,0.391161972,Approved
25,female,Bachelor,102982,4,RENT,12000,VENTURE,0.011316667,407.6879339,13.58,0.12,4,519,Yes,0,1000.0,0.407687934,Rejected
42,male,Associate,35550,19,RENT,5000,PERSONAL,0.013741667,176.997129,16.49,0.14,13,659,No,1,416.6666667,0.42479311,Approved
36,male,High School,67190,11,MORTGAGE,3000,EDUCATION,0.009175,98.23035886,11.01,0.04,14,574,No,0,250.0,0.392921435,Rejected
22,male,Bachelor,61078,0,RENT,6000,DEBTCONSOLIDATION,0.008541667,194.3081285,10.25,0.1,3,659,Yes,0,500.0,0.388616257,Rejected
29,male,Associate,233781,9,MORTGAGE,5173,DEBTCONSOLIDATION,0.012533333,179.4250905,15.04,0.02,7,687,No,1,431.0833333,0.416219039,Approved
23,female,Associate,35868,1,RENT,10000,EDUCATION,0.014433333,358.1218977,17.32,0.28,4,637,No,1,833.3333333,0.429746277,Approved
24,female,Associate,64745,0,MORTGAGE,5000,MEDICAL,0.013016667,174.8485721,15.62,0.08,4,664,No,1,416.6666667,0.419636573,Approved
22,female,High School,10956,0,RENT,2400,MEDICAL,0.008258333,77.33987812,9.91,0.22,2,580,No,1,200.0,0.386699391,Approved
22,female,Bachelor,56291,0,RENT,3000,MEDICAL,0.013016667,104.9091433,15.62,0.05,2,544,No,1,250.0,0.419636573,Approved
28,male,Associate,19179,10,RENT,5375,PERSONAL,0.008258333,173.209102,9.91,0.28,5,651,No,1,447.9166667,0.386699391,Approved
24,female,Master,18313,1,RENT,1600,PERSONAL,0.015208333,58.04469027,18.25,0.09,3,646,No,1,133.3333333,0.435335177,Approved
25,female,Associate,73028,1,RENT,20000,EDUCATION,0.009175,654.8690591,11.01,0.27,2,654,No,1,1666.666667,0.392921435,Approved
23,female,High School,156961,2,MORTGAGE,15000,EDUCATION,0.010725,504.4705501,12.87,0.1,4,669,No,0,1250.0,0.40357644,Rejected
25,male,Associate,147313,7,MORTGAGE,20000,PERSONAL,0.011025,676.0968211,13.23,0.14,4,551,Yes,0,1666.666667,0.405658093,Rejected
29,male,High School,111060,8,MORTGAGE,22000,DEBTCONSOLIDATION,0.008941667,717.4420685,10.73,0.2,8,628,No,0,1833.333333,0.391332037,Rejected
22,male,High School,19094,0,RENT,5000,VENTURE,0.009175,163.7172648,11.01,0.26,4,579,No,1,416.6666667,0.392921435,Approved
23,female,Bachelor,93740,0,MORTGAGE,4000,EDUCATION,0.013975,142.1534613,16.77,0.04,4,636,Yes,0,333.3333333,0.426460384,Rejected
28,male,High School,37122,8,MORTGAGE,3000,DEBTCONSOLIDATION,0.006075,93.02958652,7.29,0.08,5,567,No,0,250.0,0.372118346,Rejected
25,male,High School,36868,1,OWN,10000,VENTURE,0.009175,327.4345295,11.01,0.27,2,589,Yes,0,833.3333333,0.392921435,Rejected
24,female,High School,60849,2,RENT,5000,HOMEIMPROVEMENT,0.013016667,174.8485721,15.62,0.08,4,648,No,1,416.6666667,0.419636573,Approved
31,male,Bachelor,55123,8,RENT,14000,PERSONAL,0.006591667,438.128086,7.91,0.25,8,700,No,1,1166.666667,0.375538359,Approved
23,male,Master,78868,0,MORTGAGE,16000,MEDICAL,0.011958333,549.5658831,14.35,0.2,3,676,No,1,1333.333333,0.412174412,Approved
29,male,Master,138648,4,MORTGAGE,4000,PERSONAL,0.008475,129.3882404,10.17,0.03,6,702,Yes,0,333.3333333,0.388164721,Rejected
30,male,Associate,54426,7,MORTGAGE,21250,VENTURE,0.011233333,720.9193096,13.48,0.39,6,650,No,0,1770.833333,0.407107375,Rejected
30,female,Doctorate,137795,6,MORTGAGE,9975,DEBTCONSOLIDATION,0.004516667,300.8443216,5.42,0.07,10,635,No,0,831.25,0.361917981,Rejected
24,male,Master,57190,0,RENT,1421,MEDICAL,0.009641667,46.90622652,11.57,0.02,4,545,Yes,0,118.4166667,0.396111695,Rejected
24,male,Bachelor,69858,0,MORTGAGE,4000,PERSONAL,0.005633333,123.0699339,6.76,0.06,3,631,No,0,333.3333333,0.369209802,Rejected
31,female,Associate,78807,8,MORTGAGE,8000,MEDICAL,0.009575,263.7700056,11.49,0.1,5,697,Yes,0,666.6666667,0.395655008,Rejected
41,male,Bachelor,66209,19,MORTGAGE,7700,EDUCATION,0.005758333,237.4369235,6.91,0.12,17,700,No,0,641.6666667,0.370031569,Rejected
39,female,High School,92835,14,RENT,6400,VENTURE,0.009175,209.5580989,11.01,0.07,15,615,Yes,0,533.3333333,0.392921435,Rejected
27,male,Doctorate,181024,4,MORTGAGE,10000,VENTURE,0.007158333,316.0925709,8.59,0.06,7,676,No,0,833.3333333,0.379311085,Rejected
30,male,High School,52405,5,RENT,10000,DEBTCONSOLIDATION,0.014075,355.9800633,16.89,0.19,8,573,No,1,833.3333333,0.427176076,Approved
24,female,Master,132677,1,MORTGAGE,5600,PERSONAL,0.010816667,188.6321896,12.98,0.04,4,684,Yes,0,466.6666667,0.404211835,Rejected
23,male,Associate,18191,2,RENT,5000,VENTURE,0.005758333,154.1798205,6.91,0.27,3,684,No,1,416.6666667,0.370031569,Approved
23,female,Master,26628,3,RENT,6000,MEDICAL,0.012016667,206.291846,14.42,0.23,4,646,No,1,500.0,0.412583692,Approved
29,female,Bachelor,534783,5,MORTGAGE,25000,PERSONAL,0.008016667,802.2268432,9.62,0.05,5,577,Yes,0,2083.333333,0.385068885,Rejected
